date,channel,campaign,spend,imps,clicks,conversions,add_to_cart,revenue
2024-04-10,SEARCH_GENERIC,SEA_06,139.19,48215,1285,28,33,2014.12
2024-04-10,SEARCH_GENERIC,SEA_07,202.05,65290,2282,41,58,2799.97
2024-04-10,SEARCH_GENERIC,SEA_08,86.63,25566,645,8,11,533.82
2024-04-10,SHOPPING,SHO_01,108.33,43252,1841,34,46,2343.18
2024-04-10,SHOPPING,SHO_02,281.73,111891,4062,60,72,4158.61
2024-04-10,SHOPPING,SHO_03,66.38,24308,867,16,21,1107.0
2024-04-10,SHOPPING,SHO_04,235.06,89193,4390,99,122,6576.76
2024-04-10,SHOPPING,SHO_05,191.55,78476,3108,62,92,4030.09
2024-04-10,SHOPPING,SHO_06,17.42,6866,330,8,9,553.76
2024-04-10,SHOPPING,SHO_07,9.79,3847,155,1,1,70.88
2024-04-10,SHOPPING,SHO_08,101.58,38421,1381,21,24,1500.59
2024-04-10,DISPLAY,DIS_01,26.41,5815,34,0,0,0.0
2024-04-10,DISPLAY,DIS_02,29.67,5801,32,0,0,0.0
2024-04-10,DISPLAY,DIS_03,85.29,18073,121,0,0,0.0
2024-04-10,DISPLAY,DIS_04,33.47,6421,26,1,1,65.15
2024-04-10,DISPLAY,DIS_05,23.69,4944,26,0,0,0.0
2024-04-10,DISPLAY,DIS_06,81.73,16939,86,1,1,67.71
2024-04-10,DISPLAY,DIS_07,136.26,27191,164,1,1,69.86
2024-04-10,DISPLAY,DIS_08,19.82,4062,29,2,3,137.98
2024-04-10,SOCIAL,SOC_01,36.54,9385,78,0,0,0.0
2024-04-10,SOCIAL,SOC_02,167.91,38203,332,5,6,357.05
2024-04-10,SOCIAL,SOC_03,142.69,31745,481,3,4,199.73
2024-04-10,SOCIAL,SOC_04,202.28,52215,579,5,7,343.85
2024-04-10,SOCIAL,SOC_05,206.83,47784,543,7,9,473.77
2024-04-10,SOCIAL,SOC_06,118.6,29325,258,4,5,274.82
2024-04-10,SOCIAL,SOC_07,44.28,10797,103,2,3,134.77
2024-04-10,SOCIAL,SOC_08,75.97,20037,101,1,1,70.3
2024-04-11,SEARCH_BRAND,SEA_01,69.44,37616,1472,41,50,2971.64
2024-04-11,SEARCH_BRAND,SEA_02,42.52,21819,1515,56,65,3745.39
2024-04-11,SEARCH_BRAND,SEA_03,207.73,105287,10012,346,385,23933.52
2024-04-11,SEARCH_BRAND,SEA_04,29.86,14801,736,18,20,1238.43
2024-04-11,SEARCH_BRAND,SEA_05,253.78,133570,10845,278,385,19196.34
2024-04-11,SEARCH_BRAND,SEA_06,81.46,43569,2865,84,121,5857.88
2024-04-11,SEARCH_BRAND,SEA_07,128.25,66985,4309,158,199,10747.41
2024-04-11,SEARCH_BRAND,SEA_08,38.18,19951,1260,44,61,2985.8
2024-04-11,SEARCH_GENERIC,SEA_01,95.12,32505,958,11,14,763.45
2024-04-11,SEARCH_GENERIC,SEA_02,159.39,53979,2296,35,50,2377.63
2024-04-11,SEARCH_GENERIC,SEA_03,70.73,24014,745,14,20,951.09
2024-04-11,SEARCH_GENERIC,SEA_04,164.58,54788,2257,31,46,2049.5
2024-04-11,SEARCH_GENERIC,SEA_05,82.82,26164,931,21,31,1455.0
2024-04-11,SEARCH_GENERIC,SEA_06,64.31,21114,899,15,21,998.03
2024-04-11,SEARCH_GENERIC,SEA_07,48.67,18016,382,4,5,259.72
2024-04-11,SEARCH_GENERIC,SEA_08,48.16,17659,673,14,18,979.19
2024-04-11,SHOPPING,SHO_01,111.58,45196,2019,28,36,1866.76
2024-04-11,SHOPPING,SHO_02,92.39,35870,1723,43,48,2933.52
2024-04-11,SHOPPING,SHO_03,31.93,12553,542,14,18,970.17
2024-04-11,SHOPPING,SHO_04,150.22,60207,1928,44,56,2943.97
2024-04-11,SHOPPING,SHO_05,71.33,27308,959,16,24,1099.06
2024-04-11,SHOPPING,SHO_06,71.33,28855,934,9,13,629.48
2024-04-11,SHOPPING,SHO_07,59.66,23939,1069,23,28,1664.87
2024-04-11,SHOPPING,SHO_08,14.9,5429,235,4,5,276.4
2024-04-11,DISPLAY,DIS_01,43.78,8437,47,1,1,66.36
2024-04-11,DISPLAY,DIS_02,52.91,10359,60,0,0,0.0
2024-04-11,DISPLAY,DIS_03,128.45,23970,95,0,0,0.0
2024-04-11,DISPLAY,DIS_04,157.62,34384,157,0,0,0.0
2024-04-11,DISPLAY,DIS_05,29.86,6202,42,0,0,0.0
2024-04-11,DISPLAY,DIS_06,27.38,5395,17,0,0,0.0
2024-04-11,DISPLAY,DIS_07,31.67,6533,26,1,1,66.03
2024-04-11,DISPLAY,DIS_08,29.46,5642,18,0,0,0.0
2024-04-11,SOCIAL,SOC_01,76.81,18915,199,3,4,193.81
2024-04-11,SOCIAL,SOC_02,69.28,17724,134,2,3,130.37
2024-04-11,SOCIAL,SOC_03,100.33,25204,292,1,1,68.28
2024-04-11,SOCIAL,SOC_04,141.36,38274,392,8,9,534.1
2024-04-11,SOCIAL,SOC_05,21.53,5288,50,0,0,0.0
2024-04-11,SOCIAL,SOC_06,25.21,5913,68,1,1,65.97
2024-04-11,SOCIAL,SOC_07,155.3,41899,358,5,7,342.62
2024-04-11,SOCIAL,SOC_08,36.87,8845,141,0,0,0.0
2024-04-12,SEARCH_BRAND,SEA_01,210.46,107140,4826,144,212,10313.35
2024-04-12,SEARCH_BRAND,SEA_02,54.24,28080,2231,64,88,4229.21
2024-04-12,SEARCH_BRAND,SEA_03,91.12,45783,3588,89,107,5920.6
2024-04-12,SEARCH_BRAND,SEA_04,220.02,105849,8052,262,389,18150.41
2024-04-12,SEARCH_BRAND,SEA_05,234.78,107943,6245,204,286,14210.95
2024-04-12,SEARCH_BRAND,SEA_06,140.47,66162,4068,130,180,8809.33
2024-04-12,SEARCH_BRAND,SEA_07,124.68,65962,2688,57,77,3851.99
2024-04-12,SEARCH_BRAND,SEA_08,164.4,76080,3282,79,98,5101.77
2024-04-12,SEARCH_GENERIC,SEA_01,53.43,19179,419,11,15,718.0
2024-04-12,SEARCH_GENERIC,SEA_02,38.68,14839,308,3,4,210.93
2024-04-12,SEARCH_GENERIC,SEA_03,77.71,27672,769,11,14,686.01
2024-04-12,SEARCH_GENERIC,SEA_04,89.32,29430,952,7,10,468.06
2024-04-12,SEARCH_GENERIC,SEA_05,36.47,11648,354,2,3,136.23
2024-04-12,SEARCH_GENERIC,SEA_06,86.76,28267,918,17,21,1197.36
2024-04-12,SEARCH_GENERIC,SEA_07,44.21,14700,473,13,19,843.27
2024-04-12,SEARCH_GENERIC,SEA_08,116.47,40325,1438,24,33,1647.43
2024-04-12,SHOPPING,SHO_01,35.05,14892,633,14,17,972.88
2024-04-12,SHOPPING,SHO_02,31.95,12321,472,8,9,524.28
2024-04-12,SHOPPING,SHO_03,77.28,29542,1176,20,26,1492.83
2024-04-12,SHOPPING,SHO_04,94.31,41001,1494,24,31,1603.68
2024-04-12,SHOPPING,SHO_05,49.74,20384,735,8,12,568.47
2024-04-12,SHOPPING,SHO_06,25.81,10695,438,3,4,195.42
2024-04-12,SHOPPING,SHO_07,99.33,39264,1928,50,58,3476.04
2024-04-12,SHOPPING,SHO_08,6.66,2764,117,0,0,0.0
2024-04-12,DISPLAY,DIS_01,40.41,8161,30,0,0,0.0
2024-04-12,DISPLAY,DIS_02,129.86,25528,122,0,0,0.0
2024-04-12,DISPLAY,DIS_03,2.2,460,4,0,0,0.0
2024-04-12,DISPLAY,DIS_04,51.78,10392,65,2,2,130.3
2024-04-12,DISPLAY,DIS_05,33.04,6370,26,0,0,0.0
2024-04-12,DISPLAY,DIS_06,67.1,13796,72,1,1,67.11
2024-04-12,DISPLAY,DIS_07,45.96,9534,68,1,1,68.34
2024-04-12,DISPLAY,DIS_08,43.95,8443,42,0,0,0.0
2024-04-12,SOCIAL,SOC_01,69.64,17884,123,2,2,129.77
2024-04-12,SOCIAL,SOC_02,154.94,39855,317,3,4,201.3
2024-04-12,SOCIAL,SOC_03,39.06,9682,88,1,1,68.42
2024-04-12,SOCIAL,SOC_04,148.63,37388,338,1,1,69.73
2024-04-12,SOCIAL,SOC_05,95.34,24165,216,4,6,278.69
2024-04-12,SOCIAL,SOC_06,87.69,20815,216,5,6,335.04
2024-04-12,SOCIAL,SOC_07,11.37,2734,25,2,3,132.71
2024-04-12,SOCIAL,SOC_08,56.81,13709,122,0,0,0.0
2024-04-13,SEARCH_BRAND,SEA_01,66.62,34185,2829,96,122,6625.07
2024-04-13,SEARCH_BRAND,SEA_02,68.31,32113,2731,94,126,6423.24
2024-04-13,SEARCH_BRAND,SEA_03,48.94,26388,1546,52,78,3584.97
2024-04-13,SEARCH_BRAND,SEA_04,122.28,69191,5585,170,253,11709.91
2024-04-13,SEARCH_BRAND,SEA_05,88.56,47326,2682,62,90,4437.3
2024-04-13,SEARCH_BRAND,SEA_06,29.34,15099,979,29,42,1998.17
2024-04-13,SEARCH_BRAND,SEA_07,123.06,57965,2345,80,100,5648.91
2024-04-13,SEARCH_BRAND,SEA_08,254.92,130114,11215,416,619,28095.05
2024-04-13,SEARCH_GENERIC,SEA_01,95.61,31433,1315,23,30,1555.6
2024-04-13,SEARCH_GENERIC,SEA_02,69.36,24306,1286,25,30,1688.63
2024-04-13,SEARCH_GENERIC,SEA_03,115.94,36253,1657,31,43,2122.56
2024-04-13,SEARCH_GENERIC,SEA_04,98.46,31876,902,14,19,918.15
2024-04-13,SEARCH_GENERIC,SEA_05,340.06,115877,3026,32,41,2192.64
2024-04-13,SEARCH_GENERIC,SEA_06,61.18,22108,1023,9,12,605.71
2024-04-13,SEARCH_GENERIC,SEA_07,152.37,49343,1529,22,32,1465.2
2024-04-13,SEARCH_GENERIC,SEA_08,107.99,36038,1133,15,17,981.54
2024-04-13,SHOPPING,SHO_01,80.17,32665,1237,24,35,1664.23
2024-04-13,SHOPPING,SHO_02,100.54,41239,1876,48,67,3279.91
2024-04-13,SHOPPING,SHO_03,56.87,23310,875,24,33,1603.02
2024-04-13,SHOPPING,SHO_04,210.76,82025,3085,46,62,3191.29
2024-04-13,SHOPPING,SHO_05,81.8,34089,1898,37,52,2546.4
2024-04-13,SHOPPING,SHO_06,26.1,10058,323,13,17,931.12
2024-04-13,SHOPPING,SHO_07,207.75,80232,4022,103,116,7110.23
2024-04-13,SHOPPING,SHO_08,94.91,37547,1036,25,32,1728.9
2024-04-13,DISPLAY,DIS_01,158.24,33211,170,0,0,0.0
2024-04-13,DISPLAY,DIS_02,46.27,8497,25,0,0,0.0
2024-04-13,DISPLAY,DIS_03,12.22,2479,7,0,0,0.0
2024-04-13,DISPLAY,DIS_04,94.78,17960,95,1,1,70.11
2024-04-13,DISPLAY,DIS_05,17.43,3205,13,0,0,0.0
2024-04-13,DISPLAY,DIS_06,50.95,10588,57,0,0,0.0
2024-04-13,DISPLAY,DIS_07,78.94,15522,82,0,0,0.0
2024-04-13,DISPLAY,DIS_08,106.1,20549,120,0,0,0.0
2024-04-13,SOCIAL,SOC_01,141.09,35198,321,2,3,135.76
2024-04-13,SOCIAL,SOC_02,71.72,16715,185,2,2,133.59
2024-04-13,SOCIAL,SOC_03,52.56,13496,155,2,3,140.72
2024-04-13,SOCIAL,SOC_04,33.11,8493,90,0,0,0.0
2024-04-13,SOCIAL,SOC_05,24.67,5820,65,1,1,68.86
2024-04-13,SOCIAL,SOC_06,50.43,11687,196,2,3,136.33
2024-04-13,SOCIAL,SOC_07,58.9,15354,108,2,3,142.84
2024-04-13,SOCIAL,SOC_08,70.85,17818,238,1,1,65.4
2024-04-14,SEARCH_BRAND,SEA_01,77.61,42796,2106,49,60,3372.57
2024-04-14,SEARCH_BRAND,SEA_02,88.75,44237,3033,107,132,7053.92
2024-04-14,SEARCH_BRAND,SEA_03,28.62,14468,905,27,33,1840.59
2024-04-14,SEARCH_BRAND,SEA_04,321.16,161135,7820,253,336,16763.85
2024-04-14,SEARCH_BRAND,SEA_05,63.63,31341,1887,41,49,2785.67
2024-04-14,SEARCH_BRAND,SEA_06,255.21,129341,6127,205,250,14107.46
2024-04-14,SEARCH_BRAND,SEA_07,36.48,17821,940,15,22,1021.08
2024-04-14,SEARCH_BRAND,SEA_08,262.14,134325,9075,215,268,14870.38
2024-04-14,SEARCH_GENERIC,SEA_01,82.07,27630,707,9,12,636.93
2024-04-14,SEARCH_GENERIC,SEA_02,11.39,3712,151,1,1,67.78
2024-04-14,SEARCH_GENERIC,SEA_03,50.43,16539,577,11,14,724.79
2024-04-14,SEARCH_GENERIC,SEA_04,143.57,47600,1316,18,25,1161.52
2024-04-14,SEARCH_GENERIC,SEA_05,158.64,54124,1451,20,30,1386.64
2024-04-14,SEARCH_GENERIC,SEA_06,16.86,5777,182,5,6,339.69
2024-04-14,SEARCH_GENERIC,SEA_07,57.9,20422,601,6,9,421.46
2024-04-14,SEARCH_GENERIC,SEA_08,172.63,56583,1174,13,16,893.44
2024-04-14,SHOPPING,SHO_01,134.72,52388,1590,43,58,2913.29
2024-04-14,SHOPPING,SHO_02,41.06,18126,783,21,26,1453.99
2024-04-14,SHOPPING,SHO_03,110.54,46594,1535,47,57,3169.36
2024-04-14,SHOPPING,SHO_04,15.51,5860,201,4,6,269.33
2024-04-14,SHOPPING,SHO_05,67.05,25361,929,19,23,1290.4
2024-04-14,SHOPPING,SHO_06,199.32,85023,3772,65,72,4554.07
2024-04-14,SHOPPING,SHO_07,100.56,35180,1529,33,48,2191.39
2024-04-14,SHOPPING,SHO_08,103.21,43374,1540,21,27,1368.28
2024-04-14,DISPLAY,DIS_01,66.24,12950,69,0,0,0.0
2024-04-14,DISPLAY,DIS_02,61.9,13131,72,0,0,0.0
2024-04-14,DISPLAY,DIS_03,33.15,6266,28,0,0,0.0
2024-04-14,DISPLAY,DIS_04,68.19,14664,73,1,1,68.07
2024-04-14,DISPLAY,DIS_05,92.08,18632,87,0,0,0.0
2024-04-14,DISPLAY,DIS_06,31.37,6918,52,0,0,0.0
2024-04-14,DISPLAY,DIS_07,102.97,21178,139,1,1,69.33
2024-04-14,DISPLAY,DIS_08,26.23,5331,47,1,1,67.63
2024-04-14,SOCIAL,SOC_01,220.29,53024,525,3,3,189.7
2024-04-14,SOCIAL,SOC_02,138.47,33300,305,2,2,134.97
2024-04-14,SOCIAL,SOC_03,7.29,1616,23,0,0,0.0
2024-04-14,SOCIAL,SOC_04,109.26,27252,302,4,5,266.07
2024-04-14,SOCIAL,SOC_05,96.63,25508,251,6,8,399.87
2024-04-14,SOCIAL,SOC_06,143.02,35628,447,11,16,764.27
2024-04-14,SOCIAL,SOC_07,168.46,41299,525,7,9,503.87
2024-04-14,SOCIAL,SOC_08,98.76,25085,305,2,2,138.42
2024-04-15,SEARCH_BRAND,SEA_01,25.48,12553,721,13,16,895.46
2024-04-15,SEARCH_BRAND,SEA_02,190.74,96764,8147,296,377,20859.1
2024-04-15,SEARCH_BRAND,SEA_03,72.9,34175,2952,94,107,6447.0
2024-04-15,SEARCH_BRAND,SEA_04,79.45,40468,2174,47,52,3200.19
2024-04-15,SEARCH_BRAND,SEA_05,96.49,52550,2765,83,102,5469.74
2024-04-15,SEARCH_BRAND,SEA_06,46.69,23898,1657,26,32,1838.08
2024-04-15,SEARCH_BRAND,SEA_07,58.74,29318,1974,68,88,5050.9
2024-04-15,SEARCH_BRAND,SEA_08,115.54,56136,3814,126,151,8693.63
2024-04-15,SEARCH_GENERIC,SEA_01,170.99,56032,1426,11,15,704.89
2024-04-15,SEARCH_GENERIC,SEA_02,40.87,15091,273,3,4,196.34
2024-04-15,SEARCH_GENERIC,SEA_03,49.32,16467,505,9,11,639.87
2024-04-15,SEARCH_GENERIC,SEA_04,139.78,45871,1567,13,15,904.35
2024-04-15,SEARCH_GENERIC,SEA_05,53.36,18672,577,3,4,202.05
2024-04-15,SEARCH_GENERIC,SEA_06,271.93,91097,2665,39,57,2545.1
2024-04-15,SEARCH_GENERIC,SEA_07,12.1,3966,168,2,3,134.94
2024-04-15,SEARCH_GENERIC,SEA_08,104.42,36448,1511,24,27,1598.63
2024-04-15,SHOPPING,SHO_01,70.31,28909,1433,16,22,1064.68
2024-04-15,SHOPPING,SHO_02,173.89,64792,2644,44,61,2991.93
2024-04-15,SHOPPING,SHO_03,38.5,15674,642,10,14,683.24
2024-04-15,SHOPPING,SHO_04,87.41,34536,1362,27,35,1832.41
2024-04-15,SHOPPING,SHO_05,57.78,23544,758,8,10,536.89
2024-04-15,SHOPPING,SHO_06,168.5,61428,1372,25,28,1647.48
2024-04-15,SHOPPING,SHO_07,57.68,22898,1226,23,28,1647.16
2024-04-15,SHOPPING,SHO_08,272.36,111117,4351,79,97,5669.97
2024-04-15,DISPLAY,DIS_01,11.83,2454,20,1,1,65.43
2024-04-15,DISPLAY,DIS_02,18.25,3572,23,0,0,0.0
2024-04-15,DISPLAY,DIS_03,58.11,10517,54,0,0,0.0
2024-04-15,DISPLAY,DIS_04,101.98,18506,112,0,0,0.0
2024-04-15,DISPLAY,DIS_05,127.78,23951,97,0,0,0.0
2024-04-15,DISPLAY,DIS_06,101.31,20545,147,1,1,67.53
2024-04-15,DISPLAY,DIS_07,37.86,7962,50,0,0,0.0
2024-04-15,DISPLAY,DIS_08,79.69,16041,76,0,0,0.0
2024-04-15,SOCIAL,SOC_01,65.67,16723,171,3,4,198.9
2024-04-15,SOCIAL,SOC_02,38.39,10495,144,2,3,132.59
2024-04-15,SOCIAL,SOC_03,33.03,7927,123,1,1,67.55
2024-04-15,SOCIAL,SOC_04,220.48,52621,396,4,6,264.15
2024-04-15,SOCIAL,SOC_05,75.05,17737,212,6,8,401.86
2024-04-15,SOCIAL,SOC_06,165.85,41065,305,1,1,67.17
2024-04-15,SOCIAL,SOC_07,14.73,3626,29,0,0,0.0
2024-04-15,SOCIAL,SOC_08,10.92,2825,24,0,0,0.0
2024-04-16,SEARCH_BRAND,SEA_01,72.56,36632,1659,76,89,5105.08
2024-04-16,SEARCH_BRAND,SEA_02,179.92,89917,5700,142,168,9750.16
2024-04-16,SEARCH_BRAND,SEA_03,104.67,51602,2820,59,81,4086.34
2024-04-16,SEARCH_BRAND,SEA_04,259.34,131159,9465,316,407,21586.79
2024-04-16,SEARCH_BRAND,SEA_05,153.26,77151,4339,128,159,8781.17
2024-04-16,SEARCH_BRAND,SEA_06,124.39,60825,3655,118,141,7725.29
2024-04-16,SEARCH_BRAND,SEA_07,104.03,51067,2842,87,124,5888.37
2024-04-16,SEARCH_BRAND,SEA_08,25.18,12404,981,23,31,1630.57
2024-04-16,SEARCH_GENERIC,SEA_01,194.46,68154,2046,27,32,1754.68
2024-04-16,SEARCH_GENERIC,SEA_02,12.82,4519,127,3,4,206.35
2024-04-16,SEARCH_GENERIC,SEA_03,21.44,7493,280,6,9,401.4
2024-04-16,SEARCH_GENERIC,SEA_04,24.96,7863,274,5,6,353.62
2024-04-16,SEARCH_GENERIC,SEA_05,277.67,87528,3103,36,43,2290.77
2024-04-16,SEARCH_GENERIC,SEA_06,184.22,58605,2099,36,40,2407.16
2024-04-16,SEARCH_GENERIC,SEA_07,75.09,23822,796,13,18,916.11
2024-04-16,SEARCH_GENERIC,SEA_08,93.94,29894,556,5,6,326.9
2024-04-16,SHOPPING,SHO_01,88.3,33021,1036,29,35,1897.66
2024-04-16,SHOPPING,SHO_02,227.4,96363,3157,54,70,3773.3
2024-04-16,SHOPPING,SHO_03,249.47,98449,3933,66,87,4454.03
2024-04-16,SHOPPING,SHO_04,117.95,47041,1765,31,44,2003.1
2024-04-16,SHOPPING,SHO_05,111.97,45446,2520,55,73,3730.23
2024-04-16,SHOPPING,SHO_06,179.78,75579,2430,59,82,3988.62
2024-04-16,SHOPPING,SHO_07,126.15,48352,2863,65,88,4393.44
2024-04-16,SHOPPING,SHO_08,279.79,104159,3818,68,97,4652.79
2024-04-16,DISPLAY,DIS_01,52.37,10586,63,0,0,0.0
2024-04-16,DISPLAY,DIS_02,247.89,48896,311,0,0,0.0
2024-04-16,DISPLAY,DIS_03,32.46,6705,47,0,0,0.0
2024-04-16,DISPLAY,DIS_04,176.8,38074,219,1,1,65.16
2024-04-16,DISPLAY,DIS_05,42.29,8477,60,0,0,0.0
2024-04-16,DISPLAY,DIS_06,64.44,13174,57,0,0,0.0
2024-04-16,DISPLAY,DIS_07,62.77,12283,86,0,0,0.0
2024-04-16,DISPLAY,DIS_08,52.43,10589,65,0,0,0.0
2024-04-16,SOCIAL,SOC_01,65.13,16190,158,3,4,215.15
2024-04-16,SOCIAL,SOC_02,208.78,53145,452,2,2,132.98
2024-04-16,SOCIAL,SOC_03,61.32,14444,180,1,1,71.83
2024-04-16,SOCIAL,SOC_04,55.91,13194,124,0,0,0.0
2024-04-16,SOCIAL,SOC_05,145.5,36234,473,3,3,211.31
2024-04-16,SOCIAL,SOC_06,45.51,10476,147,1,1,65.47
2024-04-16,SOCIAL,SOC_07,50.1,12823,93,4,5,276.29
2024-04-16,SOCIAL,SOC_08,61.24,15193,138,4,5,265.45
2024-04-17,SEARCH_BRAND,SEA_01,53.37,27399,1926,41,46,2706.68
2024-04-17,SEARCH_BRAND,SEA_02,92.11,46721,2629,97,133,6612.09
2024-04-17,SEARCH_BRAND,SEA_03,19.89,10675,571,19,22,1295.9
2024-04-17,SEARCH_BRAND,SEA_04,70.75,33638,1664,53,78,3627.53
2024-04-17,SEARCH_BRAND,SEA_05,124.29,63918,3782,90,103,6024.97
2024-04-17,SEARCH_BRAND,SEA_06,132.74,63577,6101,186,252,12696.91
2024-04-17,SEARCH_BRAND,SEA_07,75.02,37669,2177,51,65,3559.26
2024-04-17,SEARCH_BRAND,SEA_08,41.35,19218,1653,42,60,2820.27
2024-04-17,SEARCH_GENERIC,SEA_01,81.4,25461,623,9,12,616.77
2024-04-17,SEARCH_GENERIC,SEA_02,56.35,18987,402,9,11,636.35
2024-04-17,SEARCH_GENERIC,SEA_03,204.92,66873,3724,77,115,5175.08
2024-04-17,SEARCH_GENERIC,SEA_04,57.09,19625,599,12,14,827.67
2024-04-17,SEARCH_GENERIC,SEA_05,127.48,41324,940,20,28,1331.91
2024-04-17,SEARCH_GENERIC,SEA_06,330.42,117462,3202,45,58,3105.63
2024-04-17,SEARCH_GENERIC,SEA_07,46.36,15249,357,4,4,261.54
2024-04-17,SEARCH_GENERIC,SEA_08,67.61,21897,606,7,9,486.69
2024-04-17,SHOPPING,SHO_01,97.64,43507,1603,26,39,1769.5
2024-04-17,SHOPPING,SHO_02,231.47,86595,2276,28,39,1877.12
2024-04-17,SHOPPING,SHO_03,207.73,94474,3337,83,120,5621.34
2024-04-17,SHOPPING,SHO_04,11.13,4430,158,7,10,477.18
2024-04-17,SHOPPING,SHO_05,87.11,35005,966,20,27,1338.54
2024-04-17,SHOPPING,SHO_06,51.05,19873,657,10,13,682.63
2024-04-17,SHOPPING,SHO_07,18.44,7196,297,8,11,556.31
2024-04-17,SHOPPING,SHO_08,43.75,18264,1042,21,28,1358.59
2024-04-17,DISPLAY,DIS_01,42.78,8476,65,0,0,0.0
2024-04-17,DISPLAY,DIS_02,7.65,1524,9,0,0,0.0
2024-04-17,DISPLAY,DIS_03,112.29,23204,159,0,0,0.0
2024-04-17,DISPLAY,DIS_04,46.84,8942,21,0,0,0.0
2024-04-17,DISPLAY,DIS_05,34.0,6272,42,0,0,0.0
2024-04-17,DISPLAY,DIS_06,46.5,10093,55,0,0,0.0
2024-04-17,DISPLAY,DIS_07,186.48,34684,167,2,3,137.95
2024-04-17,DISPLAY,DIS_08,62.2,11633,51,0,0,0.0
2024-04-17,SOCIAL,SOC_01,355.81,84560,856,4,6,282.46
2024-04-17,SOCIAL,SOC_02,83.31,22235,264,1,1,67.65
2024-04-17,SOCIAL,SOC_03,154.34,37300,453,4,6,272.49
2024-04-17,SOCIAL,SOC_04,43.1,11013,105,2,2,137.1
2024-04-17,SOCIAL,SOC_05,89.32,23575,255,4,5,273.13
2024-04-17,SOCIAL,SOC_06,6.74,1629,17,0,0,0.0
2024-04-17,SOCIAL,SOC_07,20.74,5144,49,0,0,0.0
2024-04-17,SOCIAL,SOC_08,147.38,38871,279,2,2,146.01
2024-04-18,SEARCH_BRAND,SEA_01,158.19,71085,2945,104,154,7379.75
2024-04-18,SEARCH_BRAND,SEA_02,6.14,2865,160,6,8,409.43
2024-04-18,SEARCH_BRAND,SEA_03,458.33,248146,13321,330,457,22579.8
2024-04-18,SEARCH_BRAND,SEA_04,21.43,10636,821,39,55,2750.6
2024-04-18,SEARCH_BRAND,SEA_05,91.31,43661,2322,79,95,5405.19
2024-04-18,SEARCH_BRAND,SEA_06,50.6,26562,1634,35,39,2421.93
2024-04-18,SEARCH_BRAND,SEA_07,158.01,81038,7453,216,312,14838.51
2024-04-18,SEARCH_BRAND,SEA_08,202.46,101481,5082,136,192,9429.96
2024-04-18,SEARCH_GENERIC,SEA_01,105.89,34479,1260,25,33,1591.4
2024-04-18,SEARCH_GENERIC,SEA_02,33.51,10525,331,9,13,629.67
2024-04-18,SEARCH_GENERIC,SEA_03,106.86,36706,953,13,16,898.38
2024-04-18,SEARCH_GENERIC,SEA_04,132.23,42498,915,13,17,878.01
2024-04-18,SEARCH_GENERIC,SEA_05,59.14,17794,429,9,11,647.6
2024-04-18,SEARCH_GENERIC,SEA_06,60.87,19118,639,9,11,620.67
2024-04-18,SEARCH_GENERIC,SEA_07,255.54,87793,2602,48,69,3357.2
2024-04-18,SEARCH_GENERIC,SEA_08,121.31,37605,1060,20,23,1377.36
2024-04-18,SHOPPING,SHO_01,322.38,121103,5754,148,219,10711.87
2024-04-18,SHOPPING,SHO_02,126.43,51446,1580,39,53,2717.36
2024-04-18,SHOPPING,SHO_03,121.91,55385,1968,49,61,3384.11
2024-04-18,SHOPPING,SHO_04,43.15,17645,552,9,13,617.89
2024-04-18,SHOPPING,SHO_05,132.91,55328,3375,59,88,3955.42
2024-04-18,SHOPPING,SHO_06,114.04,45080,1756,44,60,2911.33
2024-04-18,SHOPPING,SHO_07,107.73,41815,1853,42,63,2861.46
2024-04-18,SHOPPING,SHO_08,194.01,74308,3969,80,96,5407.13
2024-04-18,DISPLAY,DIS_01,66.02,14060,82,0,0,0.0
2024-04-18,DISPLAY,DIS_02,20.63,4324,38,0,0,0.0
2024-04-18,DISPLAY,DIS_03,254.65,48048,245,0,0,0.0
2024-04-18,DISPLAY,DIS_04,133.36,25011,125,1,1,73.49
2024-04-18,DISPLAY,DIS_05,22.23,4126,16,0,0,0.0
2024-04-18,DISPLAY,DIS_06,34.58,6975,38,0,0,0.0
2024-04-18,DISPLAY,DIS_07,24.22,5115,17,0,0,0.0
2024-04-18,DISPLAY,DIS_08,45.84,9091,36,0,0,0.0
2024-04-18,SOCIAL,SOC_01,20.38,5286,65,0,0,0.0
2024-04-18,SOCIAL,SOC_02,93.65,23275,355,5,6,322.59
2024-04-18,SOCIAL,SOC_03,117.62,30039,271,0,0,0.0
2024-04-18,SOCIAL,SOC_04,199.06,48131,662,7,9,482.27
2024-04-18,SOCIAL,SOC_05,22.2,5644,39,0,0,0.0
2024-04-18,SOCIAL,SOC_06,80.99,21706,341,4,5,281.27
2024-04-18,SOCIAL,SOC_07,129.4,34271,366,0,0,0.0
2024-04-18,SOCIAL,SOC_08,131.33,30273,237,4,6,268.16
2024-04-19,SEARCH_BRAND,SEA_01,96.09,49394,2570,83,96,5822.58
2024-04-19,SEARCH_BRAND,SEA_02,105.28,56689,3794,117,132,7877.88
2024-04-19,SEARCH_BRAND,SEA_03,251.19,127778,8448,217,298,14435.28
2024-04-19,SEARCH_BRAND,SEA_04,38.75,19699,1050,31,41,2167.27
2024-04-19,SEARCH_BRAND,SEA_05,72.98,34784,1400,41,52,2796.11
2024-04-19,SEARCH_BRAND,SEA_06,156.8,80858,5998,132,159,8474.01
